seqnames,start,end,width,strand,feature_id,score,gene_id,distanceToTSS,promoter_feature,cor,pvalue,padj,qvalue
Chr1,7396886,7397229,344,*,ATAC_1669,0,AT1G05633,-4115,ATAC_1670,0.8965691336410576,2.5731107767431436e-6,0.5226451147505139,1.9817100666634586e-4
Chr1,1704483,1705433,951,*,ATAC_395,0,AT1G05675,-1733,ATAC_394,0.8800977327275409,6.918992594265825e-6,1,4.388681520529511e-4
Chr1,1702752,1703124,373,*,ATAC_394,0,AT1G05680,1713,ATAC_395,0.8800977327275409,6.918992594265825e-6,1,4.388681520529511e-4
Chr1,7757279,7757683,405,*,ATAC_1748,0,AT1G05693,-17266,ATAC_1745,0.8105535095445323,1.4000832166388404e-4,1,0.004096643284879525
Chr1,7758073,7758384,312,*,ATAC_1749,0,AT1G05693,-18060,ATAC_1745,0.8476741883741832,3.3773453627900966e-5,1,0.0014882579543446014
Chr1,7759155,7759690,536,*,ATAC_1750,0,AT1G05693,-19142,ATAC_1745,0.873824177207937,9.717666456027996e-6,1,5.775153728672497e-4
Chr1,7757279,7757683,405,*,ATAC_1748,0,AT1G05697,17541,ATAC_1745,0.8105535095445323,1.4000832166388404e-4,1,0.004096643284879525
Chr1,7758073,7758384,312,*,ATAC_1749,0,AT1G05697,18335,ATAC_1745,0.8476741883741832,3.3773453627900966e-5,1,0.0014882579543446014
Chr1,7759155,7759690,536,*,ATAC_1750,0,AT1G05697,19417,ATAC_1745,0.873824177207937,9.717666456027996e-6,1,5.775153728672497e-4
Chr1,8855808,8857341,1534,*,ATAC_1987,0,AT1G05947,-2636,ATAC_1985,0.8353414524498183,5.626549671444092e-5,1,0.0021598180195495807
Chr1,8855808,8857341,1534,*,ATAC_1987,0,AT1G05953,3088,ATAC_1985,0.8353414524498183,5.626549671444092e-5,1,0.0021598180195495807
Chr1,8855808,8857341,1534,*,ATAC_1987,0,AT1G05957,-18970,ATAC_1992,0.850445826251168,2.993043732640341e-5,1,0.0013640146337122023
Chr1,9239266,9239923,658,*,ATAC_2081,0,AT1G06013,940,ATAC_2082,0.8041587717996922,1.7345271443098908e-4,1,0.00476357093892489
Chr1,1839496,1839773,278,*,ATAC_418,0,AT1G06080,-3689,ATAC_420,0.8168387541194296,1.1254406855753839e-4,1,0.0035193918254778954
Chr1,9480925,9481710,786,*,ATAC_2145,0,AT1G06083,2043,ATAC_2146,0.942596584686615,4.728174281743471e-8,0.009640416388275215,6.67169832696637e-6
Chr1,9845784,9846803,1020,*,ATAC_2223,0,AT1G06127,-2079,ATAC_2224,0.9509170396880717,1.615613064401956e-8,0.0032965130527363947,2.711003718461456e-6
Chr1,9867484,9868112,629,*,ATAC_2228,0,AT1G06127,18600,ATAC_2224,0.8952989698837741,2.7928850156107556e-6,0.5671986391653415,2.1176702857830223e-4
Chr1,1880844,1881384,541,*,ATAC_429,0,AT1G06137,-17003,ATAC_424,0.8251830089651618,8.314117758719606e-5,1,0.0028585486889909605
Chr1,1880844,1881384,541,*,ATAC_429,0,AT1G06140,16069,ATAC_424,0.8251830089651618,8.314117758719606e-5,1,0.0028585486889909605
Chr1,1880844,1881384,541,*,ATAC_429,0,AT1G06150,-7113,ATAC_426,0.8748582740203082,9.199944658404417e-6,1,5.531986404448847e-4
Chr1,1890921,1892119,1199,*,ATAC_434,0,AT1G06170,-4016,ATAC_432,0.9322901658717566,1.4609636688219987e-7,0.029763190150342404,1.7443421421410178e-5
Chr1,1890921,1892119,1199,*,ATAC_434,0,AT1G06180,1558,ATAC_432,0.9322901658717566,1.4609636688219987e-7,0.029763190150342404,1.7443421421410178e-5
Chr1,10308240,10308921,682,*,ATAC_2329,0,AT1G06227,-7523,ATAC_2327,0.8061205367226899,1.625546492726476e-4,1,0.004557241123538318
Chr1,10308240,10308921,682,*,ATAC_2329,0,AT1G06233,7888,ATAC_2327,0.8061205367226899,1.625546492726476e-4,1,0.004557241123538318
Chr1,10308240,10308921,682,*,ATAC_2329,0,AT1G06237,7750,ATAC_2327,0.8061205367226899,1.625546492726476e-4,1,0.004557241123538318
Chr1,10308240,10308921,682,*,ATAC_2329,0,AT1G06243,7620,ATAC_2327,0.8061205367226899,1.625546492726476e-4,1,0.004557241123538318
Chr1,10308240,10308921,682,*,ATAC_2329,0,AT1G06247,7490,ATAC_2327,0.8061205367226899,1.625546492726476e-4,1,0.004557241123538318
Chr1,10308240,10308921,682,*,ATAC_2329,0,AT1G06253,7357,ATAC_2328,0.8951838141434315,2.813570564476362e-6,0.571393978086682,2.1199528448881494e-4
Chr1,10309903,10310160,258,*,ATAC_2330,0,AT1G06253,9020,ATAC_2328,0.8204524317570139,9.889735774768457e-5,1,0.003227271349372049
Chr1,10308240,10308921,682,*,ATAC_2329,0,AT1G06257,6593,ATAC_2328,0.8951838141434315,2.813570564476362e-6,0.571393978086682,2.1199528448881494e-4
Chr1,10309903,10310160,258,*,ATAC_2330,0,AT1G06257,8256,ATAC_2328,0.8204524317570139,9.889735774768457e-5,1,0.003227271349372049
Chr1,10299760,10300638,879,*,ATAC_2327,0,AT1G06263,-8112,ATAC_2329,0.8061205367226899,1.625546492726476e-4,1,0.004557241123538318
Chr1,10300971,10301815,845,*,ATAC_2328,0,AT1G06263,-6935,ATAC_2329,0.8951838141434315,2.813570564476362e-6,0.571393978086682,2.1199528448881494e-4
Chr1,10299760,10300638,879,*,ATAC_2327,0,AT1G06267,-8242,ATAC_2329,0.8061205367226899,1.625546492726476e-4,1,0.004557241123538318
Chr1,10300971,10301815,845,*,ATAC_2328,0,AT1G06267,-7065,ATAC_2329,0.8951838141434315,2.813570564476362e-6,0.571393978086682,2.1199528448881494e-4
Chr1,10299760,10300638,879,*,ATAC_2327,0,AT1G06273,-8372,ATAC_2329,0.8061205367226899,1.625546492726476e-4,1,0.004557241123538318
Chr1,10300971,10301815,845,*,ATAC_2328,0,AT1G06273,-7195,ATAC_2329,0.8951838141434315,2.813570564476362e-6,0.571393978086682,2.1199528448881494e-4
Chr1,10299760,10300638,879,*,ATAC_2327,0,AT1G06277,-8492,ATAC_2329,0.8061205367226899,1.625546492726476e-4,1,0.004557241123538318
Chr1,10300971,10301815,845,*,ATAC_2328,0,AT1G06277,-7315,ATAC_2329,0.8951838141434315,2.813570564476362e-6,0.571393978086682,2.1199528448881494e-4
Chr1,10299760,10300638,879,*,ATAC_2327,0,AT1G06283,-8626,ATAC_2329,0.8061205367226899,1.625546492726476e-4,1,0.004557241123538318
Chr1,10300971,10301815,845,*,ATAC_2328,0,AT1G06283,-7449,ATAC_2329,0.8951838141434315,2.813570564476362e-6,0.571393978086682,2.1199528448881494e-4
Chr1,10326500,10327375,876,*,ATAC_2332,0,AT1G06287,-1443,ATAC_2333,0.815301654454142,1.1880580550660613e-4,1,0.0036609612353574834
Chr1,10491207,10492756,1550,*,ATAC_2367,0,AT1G06297,-1184,ATAC_2366,0.8894943236066596,4.01026605702343e-6,0.8139436502637605,2.8399772864016364e-4
Chr1,10491207,10492756,1550,*,ATAC_2367,0,AT1G06303,1424,ATAC_2366,0.8894943236066596,4.01026605702343e-6,0.8139436502637605,2.8399772864016364e-4
Chr1,10801729,10802422,694,*,ATAC_2451,0,AT1G06343,1430,ATAC_2452,0.8260236905473299,8.057336027138594e-5,1,0.002788644280816245
Chr1,10809547,10810209,663,*,ATAC_2455,0,AT1G06347,4166,ATAC_2457,0.8653201775639507,1.4983687568192454e-5,1,8.139399037101283e-4
Chr1,10816283,10817309,1027,*,ATAC_2458,0,AT1G06347,-1906,ATAC_2457,0.832070591649664,6.398022882505705e-5,1,0.0023618144533629547
Chr1,10941646,10942721,1076,*,ATAC_2482,0,AT1G06373,-11566,ATAC_2486,0.8063058121593065,1.6155549368711692e-4,1,0.004549531440865238
Chr1,10955355,10955561,207,*,ATAC_2487,0,AT1G06373,1066,ATAC_2486,0.9234349892144429,3.3720472434401207e-7,0.06865791671895995,3.6555910680734055e-5
Chr1,11199997,11200379,383,*,ATAC_2549,0,AT1G06433,2384,ATAC_2548,0.931494900247406,1.581996050861147e-7,0.03222779074972294,1.878649975790106e-5
Chr1,1998907,1999397,491,*,ATAC_452,0,AT1G06520,-2551,ATAC_451,0.9212152227942537,4.0941660059027897e-7,0.08335107863117194,4.348824473338679e-5
Chr1,11755177,11756650,1474,*,ATAC_2668,0,AT1G06573,-15857,ATAC_2664,0.8124902797152675,1.3100911841737307e-4,1,0.003922939103464692
Chr1,11827230,11827501,272,*,ATAC_2686,0,AT1G06607,3942,ATAC_2688,0.8225045970170203,9.178177414420872e-5,1,0.0030640372981003573
Chr1,11911379,11911777,399,*,ATAC_2707,0,AT1G06627,16438,ATAC_2710,0.8157987404274574,1.167498740071085e-4,1,0.0036208744814303067
Chr1,11914209,11914781,573,*,ATAC_2708,0,AT1G06627,13434,ATAC_2710,0.836759884258696,5.3170487389654115e-5,1,0.002086478418717656
Chr1,11929550,11930385,836,*,ATAC_2711,0,AT1G06627,-1333,ATAC_2710,0.8199690525352242,1.0063859865903385e-4,1,0.0032663187658257997
Chr1,11930927,11931408,482,*,ATAC_2712,0,AT1G06627,-2710,ATAC_2710,0.80854026629539,1.4990171148178047e-4,1,0.004311539670408309
Chr1,11911379,11911777,399,*,ATAC_2707,0,AT1G06633,-16121,ATAC_2710,0.8157987404274574,1.167498740071085e-4,1,0.0036208744814303067
Chr1,11914209,11914781,573,*,ATAC_2708,0,AT1G06633,-13117,ATAC_2710,0.836759884258696,5.3170487389654115e-5,1,0.002086478418717656
Chr1,11929550,11930385,836,*,ATAC_2711,0,AT1G06633,1650,ATAC_2710,0.8199690525352242,1.0063859865903385e-4,1,0.0032663187658257997
Chr1,11930927,11931408,482,*,ATAC_2712,0,AT1G06633,3027,ATAC_2710,0.80854026629539,1.4990171148178047e-4,1,0.004311539670408309
Chr1,12167181,12169369,2189,*,ATAC_2757,0,AT1G06677,15028,ATAC_2760,0.8558581388860229,2.3475166333858238e-5,1,0.00114539827846907
Chr1,12177011,12178110,1100,*,ATAC_2758,0,AT1G06677,6287,ATAC_2760,0.8156425327417194,1.1739272818446957e-4,1,0.003636537670455747
Chr1,12984514,12985067,554,*,ATAC_2866,0,AT1G06867,1998,ATAC_2867,0.865849023527528,1.459805348155207e-5,1,7.996935846580342e-4
Chr1,12984514,12985067,554,*,ATAC_2866,0,AT1G06873,-1755,ATAC_2867,0.865849023527528,1.459805348155207e-5,1,7.996935846580342e-4
Chr1,12984514,12985067,554,*,ATAC_2866,0,AT1G06877,-2122,ATAC_2867,0.865849023527528,1.459805348155207e-5,1,7.996935846580342e-4
Chr1,13502743,13503940,1198,*,ATAC_2939,0,AT1G06963,1656,ATAC_2938,0.8384424836865142,4.968480987207214e-5,1,0.0019906111698923135
Chr1,13836421,13838424,2004,*,ATAC_2965,0,AT1G06983,662,ATAC_2966,0.8863576498170166,4.836361221075849e-6,0.9812590008665212,3.2941520758936877e-4
Chr1,14148976,14150872,1897,*,ATAC_2979,0,AT1G07013,5096,ATAC_2980,0.836274446773476,5.421327387032334e-5,1,0.002111762011403798
Chr1,16836730,16839444,2715,*,ATAC_3097,0,AT1G07267,-18515,ATAC_3095,0.888374959757743,4.290194817744827e-6,0.8706263951442287,2.990067104883612e-4
Chr1,17008125,17009516,1392,*,ATAC_3136,0,AT1G07287,3542,ATAC_3137,0.9062428843908609,1.3286748686936245e-6,0.2701833771991111,1.185236675746984e-4
Chr1,17015403,17015642,240,*,ATAC_3138,0,AT1G07287,-2343,ATAC_3137,0.8377016151975512,5.119527829381053e-5,1,0.0020393610254317855
Chr1,17381033,17381491,459,*,ATAC_3201,0,AT1G07367,-7497,ATAC_3205,0.9016617332987755,1.8323789774440067e-6,0.37238521769105826,1.5090628366049488e-4
Chr1,17382085,17383251,1167,*,ATAC_3202,0,AT1G07367,-5737,ATAC_3205,0.8673521524846234,1.3547202944359915e-5,1,7.547836325137469e-4
Chr1,17391978,17392677,700,*,ATAC_3206,0,AT1G07367,2988,ATAC_3205,0.9181168101513325,5.318421017017453e-7,0.10824954585406812,5.439356688722245e-5
Chr1,17381033,17381491,459,*,ATAC_3201,0,AT1G07373,11534,ATAC_3206,0.919658358427097,4.675422120513865e-7,0.09517242514296818,4.8647005134053336e-5
Chr1,17382085,17383251,1167,*,ATAC_3202,0,AT1G07373,9774,ATAC_3206,0.8192127599302355,1.0341412714629642e-4,1,0.003324505484446406
Chr1,17387416,17387893,478,*,ATAC_3205,0,AT1G07373,5132,ATAC_3206,0.9181168101513325,5.318421017017453e-7,0.10824954585406812,5.439356688722245e-5
Chr1,17763471,17764678,1208,*,ATAC_3267,0,AT1G07467,640,ATAC_3266,0.8241024407974044,8.654160386330543e-5,1,0.0029325580230449965
Chr1,2302702,2302975,274,*,ATAC_518,0,AT1G07480,-3157,ATAC_517,0.8374095856111253,5.1801114211031665e-5,1,0.0020548086795676834
Chr1,2302702,2302975,274,*,ATAC_518,0,AT1G07485,1326,ATAC_517,0.8374095856111253,5.1801114211031665e-5,1,0.0020548086795676834
Chr1,2302702,2302975,274,*,ATAC_518,0,AT1G07490,-680,ATAC_517,0.8374095856111253,5.1801114211031665e-5,1,0.0020548086795676834
Chr1,2340670,2341625,956,*,ATAC_528,0,AT1G07590,-1278,ATAC_527,0.846561542398196,3.5428246708299006e-5,1,0.001538211006343991
Chr1,2340670,2341625,956,*,ATAC_528,0,AT1G07600,-1348,ATAC_527,0.846561542398196,3.5428246708299006e-5,1,0.001538211006343991
Chr1,2339124,2340176,1053,*,ATAC_527,0,AT1G07610,-1270,ATAC_528,0.846561542398196,3.5428246708299006e-5,1,0.001538211006343991
Chr1,19173883,19175689,1807,*,ATAC_3557,0,AT1G07763,-1914,ATAC_3556,0.9651478288047791,1.5273295386619356e-9,3.1193262099908176e-4,3.398072127051121e-7
Chr1,19701015,19701576,562,*,ATAC_3660,0,AT1G07843,-1488,ATAC_3659,0.9485359727389154,2.2365472849226803e-8,0.004562511730296569,3.555122150089949e-6
Chr1,19705435,19707804,2370,*,ATAC_3661,0,AT1G07843,-5908,ATAC_3659,0.929759668443773,1.875927729884193e-7,0.038211897486649056,2.1818258167925043e-5
Chr1,19982067,19982856,790,*,ATAC_3725,0,AT1G07897,650,ATAC_3724,0.894929016343452,2.8598003698095836e-6,0.5807396610972322,2.1425496618789205e-4
Chr1,19982067,19982856,790,*,ATAC_3725,0,AT1G07903,429,ATAC_3724,0.894929016343452,2.8598003698095836e-6,0.5807396610972322,2.1425496618789205e-4
Chr1,19980955,19981721,767,*,ATAC_3724,0,AT1G07907,1204,ATAC_3725,0.894929016343452,2.8598003698095836e-6,0.5807396610972322,2.1425496618789205e-4
Chr1,20013314,20015320,2007,*,ATAC_3733,0,AT1G07927,-3422,ATAC_3734,0.8290660334773395,7.182632609617582e-5,1,0.0025646242551976913
Chr1,2522659,2522942,284,*,ATAC_567,0,AT1G08090,-1080,ATAC_568,0.8650615334238548,1.5175384632723501e-5,1,8.208852313286818e-4
Chr1,21063109,21064320,1212,*,ATAC_3970,0,AT1G08127,2616,ATAC_3969,0.8613895878204433,1.8127261381934354e-5,1,9.438003229373351e-4
Chr1,22131964,22132474,511,*,ATAC_4150,0,AT1G08297,3092,ATAC_4149,0.8623387729059326,1.7321598558071023e-5,1,9.097516864761831e-4
Chr1,22135361,22136641,1281,*,ATAC_4151,0,AT1G08297,6489,ATAC_4149,0.9331556426235613,1.3382722490484752e-7,0.02726622645656344,1.6288073683068474e-5
Chr1,22397207,22398120,914,*,ATAC_4210,0,AT1G08347,-2572,ATAC_4208,0.8430710395700779,4.1066699955093496e-5,1,0.0017293541698293453
Chr1,22870920,22871570,651,*,ATAC_4298,0,AT1G08443,3603,ATAC_4297,0.8357844355358118,5.5283162001887415e-5,1,0.0021364065143865507
Chr1,23015265,23016646,1382,*,ATAC_4331,0,AT1G08497,7542,ATAC_4335,0.8906173225042016,3.74507137652349e-6,0.7602270190060093,2.6970510386244503e-4
Chr1,23019267,23019716,450,*,ATAC_4332,0,AT1G08497,4472,ATAC_4335,0.945563594251418,3.287120311335555e-8,0.006704213359781318,4.961803383824292e-6
Chr1,23020080,23020832,753,*,ATAC_4333,0,AT1G08497,3356,ATAC_4335,0.9263988969981604,2.578429795912265e-7,0.052506628677998185,2.8634750651573375e-5
